YB1950,Sample,Aulacoseira italica,Cyclotella cf. elgeri,Cyclotella michiganiana,Cyclotella bodanica var. lemanica,Fragilaria capucina vaucheriae,Fragilaria crotonensis,Fragilaria parasitica,Psuedostaurosira brevistriata,Staurosira construens construens,Staurosirella leptostauron,Staurosirella pinnata,Synedra ulna ulna,Tabellaria flocculosa,Acnanthidium minutissimum,Cocconeis placentula v. lineata,Aneumastus tuscula,Anomoeoneis costata,Anomoeoneis sphaerophora ,Anomoeoneis sphaerophora f. sculpta,Brachysira vitrea,Caloneis molaris,Caloneis pulchra,Caloneis silicula,Caloneis thermalis,Caloneis undulata,Craticula cuspidata v. ambigua,Craticula cuspidata v. cuspidata,Craticula halophila,Diploneis oblongella,Diploneis cf. parma,Hippodonta capitata v. capitata,Hippodonta capitata v. hungarica,Luticola mutica,Luticola nivalis,Mastogloia grevillei,Mastogloia smithii v. lacustris,Navicula abiskoensis,Navicula cryptocephala,Navicula digitoradiata,Navicula diluviana,Navicula gysingensis? (festiva?),Navicula lanceolata v. lanceolata,Navicula cf. oblonga (microstauron),Navicula nivalis,Navicula menisculus v. menisculus,Navicula veneta,Neidium ampliatum,Pinnularia appendiculata,Pinnularia borealis v. rectangularis,Pinnularia brebissoni ,Pinnularia divergentissima,Pinnularia streptoraphe v. minor,Sellaphora bacillum,Sellaphora laevissima,Sellaphora pupula v. rectangularis,Stauroneis phonecitron v. gracillis,Amphora coffeiformis,Amphora libyca,Amphora pediculus,Amphora subcapitata,Amphora veneta,Cymbella affinis,Cymbella cistula,Cymbella cymbiformis,Cymbella delicatula,Cymbella ehrenbergii,Cymbella cf. hybrida,Cymbella leptoceros,Cymbella mexicana,Cymbella proxima,Cymbella subaequalis,Encyonema evergladianum,Encyonema mesiana,Encyonema minuta,Encyonema muellerii,Encyonema norwegica,Encyonema silesiaca,Encyonopsis angustata (lanceolate),Encyonopsis angustata (descripta),Encyonopsis cesatii,Encyonopsis falaisensis,Encyonopsis microcephala,Gomphonema angustum,Gomphonema clavatum,Gomphonema minutum,Gomphonema parvulum v. parvulum,Gomphonema subtile,Navicella pusilla,Entomoeoneis elata,Hantzschia amphioxys,Nitzschia alpina,Nitzschia amphibia f. amphibia,Nitzschia fonticola,Nitzschia frustulum v. bulnheimiana,Nitzschia gisela,Nitzschia palea,Nitzschia perminuta,Nitzschia subacicularis,Nitzschia vitrea,Epithemia adnata,Epithemia argus,Epithemia sorex,Epithemia turgida,Epithemia turgida v. granulata,Denticula kuetzingii,Rhopalodia gibba,Surrirellales,Surirella brebissoni,Surirella linearis constricta
-155,Foy-059,0,0,0,0.91160221,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0.002762431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0.005524862,0,0,0.002762431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03038674,0,0,0,0,0,0,0.002762431,0,0,0,0,0,0,0.022099448,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0
-160,Foy-060,0,0,0,0.811594203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002898551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002898551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492754,0,0,0,0,0,0,0,0,0,0.002898551,0,0,0,0.07826087,0.005797101,0,0,0,0,0,0.002898551,0,0,0.075362319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002898551,0,0,0,0,0
-165,Foy-061,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0.007142857,0,0,0,0,0,0,0,0,0,0,0,0,0.004761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007142857,0,0,0,0,0,0,0,0,0,0,0,0.004761905,0,0,0.002380952,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.019047619,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-170,Foy-062,0,0,0,0.82962963,0.002469136,0,0,0,0,0,0,0,0,0.004938272,0.017283951,0,0,0,0,0,0,0,0,0,0,0.004938272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004938272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004938272,0,0,0,0,0,0,0,0.009876543,0,0,0,0,0.002469136,0.07654321,0,0,0,0,0,0,0,0.004938272,0,0.02962963,0,0,0,0,0,0,0,0,0,0,0,0.004938272,0,0,0,0,0,0.002469136,0,0,0
-175,Foy-063,0,0,0,0.904639175,0,0,0,0,0,0,0,0,0,0,0.012886598,0,0,0,0,0,0,0,0,0,0,0,0,0.005154639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257732,0,0,0,0,0.00257732,0,0.005154639,0.00257732,0.020618557,0,0,0,0,0,0,0.00257732,0.005154639,0,0,0,0,0,0.020618557,0,0,0,0,0,0,0.007731959,0,0,0.005154639,0,0,0,0,0,0,0,0,0,0,0,0.00257732,0,0,0,0,0,0,0,0,0
-180,Foy-064,0,0,0,0.921914358,0,0,0,0,0,0,0,0,0,0,0,0,0.005037783,0,0,0,0,0,0,0,0,0.002518892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002518892,0,0,0.005037783,0,0,0,0,0,0,0,0,0,0,0,0.002518892,0.005037783,0.017632242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01511335,0,0,0,0,0,0.005037783,0.012594458,0,0,0.002518892,0,0,0,0,0,0,0,0,0,0,0,0.002518892,0,0,0,0,0,0,0,0,0
-185,Foy-065,0,0,0,0.930835735,0,0,0,0,0,0,0,0,0,0,0.002881844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005763689,0,0,0,0,0,0,0,0,0,0,0,0.002881844,0,0,0,0,0,0,0,0,0.028818444,0,0,0,0,0,0,0.005763689,0,0,0.005763689,0,0,0,0.011527378,0,0,0,0,0,0,0,0,0,0.005763689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-190,Foy-066,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0.003125,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0.003125,0,0,0,0.003125,0,0,0,0,0,0,0.00625,0,0,0,0,0,0.00625,0.003125,0,0,0,0,0,0,0.003125,0,0,0.009375,0,0,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0
-195,Foy-067,0,0,0,0.945714286,0,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005714286,0,0,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0,0,0,0,0.005714286,0.014285714,0,0,0,0,0,0,0.002857143,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0.002857143,0,0,0
-200,Foy-068,0,0,0,0.926395939,0,0,0,0,0,0,0,0,0,0,0.002538071,0,0,0.002538071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002538071,0,0,0,0,0,0,0.002538071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002538071,0,0,0,0.030456853,0,0,0,0,0,0,0.002538071,0,0,0.027918782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-205,Foy-069,0,0,0,0.93059126,0,0,0,0,0,0,0,0,0,0,0.002570694,0,0.005141388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005141388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002570694,0,0,0,0,0,0.005141388,0,0,0,0,0,0,0,0,0,0.002570694,0,0,0.002570694,0.023136247,0,0,0,0,0,0,0,0,0,0.020565553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-210,Foy-070,0.012738854,0,0,0.942675159,0,0,0,0,0,0,0,0,0,0,0.003184713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003184713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015923567,0,0,0,0,0,0,0,0,0,0.003184713,0,0,0,0.006369427,0,0,0,0,0,0,0,0,0,0.012738854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-215,Foy-071,0,0,0,0.973607038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002932551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005865103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011730205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002932551,0,0.002932551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-221,Foy-072,0,0,0,0.985915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002347418,0,0,0,0.004694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007042254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-226,Foy-073,0,0,0,0.967065868,0,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002994012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002994012,0,0,0,0,0,0,0,0,0,0,0,0,0.002994012,0.008982036,0,0,0,0,0,0,0,0,0,0.005988024,0,0,0,0,0,0,0,0,0,0,0,0.002994012,0,0,0,0,0,0,0,0,0
-231,Foy-074,0,0,0,0.971671388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002832861,0,0,0,0,0,0,0,0.002832861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002832861,0,0,0,0,0,0.005665722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005665722,0,0,0,0,0,0,0,0,0,0.002832861,0,0,0,0,0,0,0,0,0,0,0,0.005665722,0,0,0,0,0,0,0,0,0
-236,Foy-075,0,0,0,0.96969697,0,0,0,0,0,0,0,0,0,0,0,0,0.002754821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011019284,0,0,0,0,0,0,0,0,0,0,0,0,0.002754821,0.008264463,0,0,0,0,0,0,0,0,0,0.002754821,0,0,0,0,0,0,0,0,0,0,0,0.002754821,0,0,0,0,0,0,0,0,0
-242,Foy-076,0,0,0,0.988636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002840909,0,0,0,0,0,0.002840909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002840909,0,0,0,0,0,0.002840909,0,0,0
-248,Foy-077,0,0,0,0.972144847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002785515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013927577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008356546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002785515,0,0,0,0,0,0,0,0,0
-253,Foy-078,0,0,0,0.951951952,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0.006006006,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0,0.018018018,0,0,0,0,0,0,0,0,0,0.009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-258,Foy-079,0,0,0,0.985714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-263,Foy-080,0,0,0,0.966197183,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01971831,0,0,0,0,0,0,0,0,0,0.005633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-268,Foy-081,0,0,0,0.964959569,0,0,0,0,0,0,0,0,0,0,0,0,0.002695418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005390836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002695418,0,0,0,0,0,0.008086253,0,0,0,0,0,0,0,0,0,0.002695418,0,0,0.002695418,0.005390836,0,0,0,0,0,0,0,0,0,0.005390836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-273,Foy-082,0,0,0,0.952522255,0,0,0,0,0,0,0,0,0,0,0.005934718,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0.008902077,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0.011869436,0,0,0,0,0,0,0,0,0,0.011869436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-277,Foy-083,0,0,0,0.868965517,0,0,0,0,0,0,0,0,0,0,0,0,0.024137931,0,0,0,0,0,0,0,0,0,0,0.006896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0.006896552,0,0,0,0,0,0,0,0.003448276,0,0,0,0,0.003448276,0.027586207,0,0,0,0,0,0,0,0,0,0.006896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010344828,0,0,0,0,0,0,0,0,0,0,0,0.006896552,0,0,0,0,0,0,0,0,0
-278,Foy-084,0,0,0,0.918032787,0,0,0,0,0,0,0,0,0,0,0,0,0.006557377,0,0,0,0,0,0,0,0,0,0,0.003278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006557377,0,0,0,0,0,0.006557377,0,0,0,0,0,0,0,0,0,0.003278689,0,0,0,0.003278689,0,0,0,0,0,0,0,0,0,0.029508197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-281,Foy-085,0,0,0,0.95480226,0,0,0,0,0,0,0,0,0,0,0.005649718,0,0,0,0,0,0,0,0,0,0,0,0,0.002824859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0.002824859,0,0,0,0,0,0,0,0,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008474576,0,0,0,0,0,0,0,0,0,0.005649718,0,0,0,0,0,0,0,0,0,0,0,0.002824859,0,0,0,0,0,0,0,0,0
-285,Foy-086,0,0,0,0.646067416,0,0,0,0,0,0,0,0,0,0,0.002808989,0,0.143258427,0,0,0,0,0,0,0,0,0,0,0.157303371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02247191,0,0,0,0,0,0,0.002808989,0,0,0,0,0.002808989,0,0,0.002808989,0,0,0,0,0,0.002808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008426966,0,0,0,0,0,0,0,0,0,0.005617978,0,0,0,0,0,0,0,0,0,0,0,0.002808989,0,0,0,0,0,0,0,0,0
-290,Foy-087,0,0,0,0.240083507,0,0,0,0,0,0,0,0,0,0,0,0,0.118997912,0,0,0,0,0,0,0,0,0.008350731,0,0.565762004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03131524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006263048,0,0,0,0.002087683,0,0.002087683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012526096,0,0,0,0,0,0,0,0,0,0.006263048,0,0,0,0,0,0,0,0,0,0,0,0.004175365,0,0,0,0,0,0.002087683,0,0,0
-296,Foy-088,0,0,0,0.391752577,0,0,0,0,0,0,0,0,0,0,0,0,0.028350515,0,0,0,0,0,0,0,0,0.00257732,0,0.541237113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012886598,0,0,0,0,0,0,0.005154639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257732,0.010309278,0,0,0,0,0,0,0,0.00257732,0,0.00257732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-302,Foy-089,0,0,0,0.984042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002659574,0,0,0,0,0,0,0,0.002659574,0,0,0,0,0.005319149,0.005319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-308,Foy-090,0,0,0,0.94198895,0,0,0,0,0,0,0,0,0,0,0.008287293,0,0.002762431,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002762431,0,0,0,0.005524862,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011049724,0,0,0,0,0,0,0,0,0,0.008287293,0,0,0,0,0,0,0,0,0,0,0,0.002762431,0,0,0,0,0,0,0,0,0
-313,Foy-091,0.00623053,0,0,0.92834891,0,0,0,0,0,0,0,0,0,0,0.00623053,0,0.009345794,0,0,0,0,0,0,0,0,0.003115265,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623053,0,0,0,0.003115265,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018691589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0
-320,Foy-092,0,0,0,0.933933934,0,0,0,0,0,0,0,0,0,0,0,0,0.006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006006006,0,0,0,0,0,0,0.003003003,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0.009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018018018,0,0,0,0,0,0,0,0,0,0.018018018,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0
-328,Foy-093,0,0,0,0.988130564,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-334,Foy-094,0,0,0,0.976261128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0.005934718,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0.008902077,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-339,Foy-095,0,0,0,0.977346278,0,0,0,0,0,0.003236246,0,0,0,0,0.003236246,0,0,0,0.006472492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009708738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-344,Foy-096,0,0,0,0.979472141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002932551,0,0,0.005865103,0,0,0,0,0,0.002932551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008797654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-349,Foy-097,0,0,0,0.955696203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025316456,0,0,0,0,0,0,0,0,0,0.003164557,0,0,0.006329114,0.003164557,0,0,0,0,0,0,0,0,0,0.003164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-356,Foy-098,0,0,0,0.969529086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005540166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013850416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002770083,0,0,0,0,0.005540166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002770083,0,0,0,0,0,0,0,0,0
-362,Foy-099,0,0,0,0.950520833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002604167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0.002604167,0.005208333,0,0,0,0,0,0,0,0,0,0.002604167,0,0,0,0,0,0,0,0,0,0,0,0.002604167,0,0,0,0,0,0,0,0,0
-368,Foy-100,0,0,0,0.950617284,0,0,0,0,0,0,0,0,0,0,0.00617284,0,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021604938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-373,Foy-101,0,0,0,0.956043956,0,0,0,0,0,0,0,0,0,0.002747253,0,0,0.005494505,0,0,0,0,0,0,0,0,0,0,0.005494505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002747253,0,0,0,0,0.002747253,0,0,0,0,0,0,0,0,0,0.002747253,0,0,0,0,0,0.002747253,0,0,0,0,0,0,0,0,0,0.002747253,0,0,0,0.005494505,0,0,0,0,0,0,0.005494505,0.002747253,0,0.002747253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-378,Foy-102,0,0,0,0.950867052,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0.011560694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01734104,0,0,0,0,0,0,0,0,0,0.011560694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-383,Foy-103,0,0,0,0.932153392,0,0,0,0,0,0,0,0,0,0,0,0,0.005899705,0,0,0,0,0,0,0,0,0,0,0.005899705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002949853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017699115,0,0,0,0,0,0,0,0,0,0,0,0,0.002949853,0.014749263,0,0,0,0,0,0,0.005899705,0,0,0.005899705,0,0,0,0.002949853,0,0,0,0,0,0,0,0.002949853,0,0,0,0,0,0,0,0,0
-388,Foy-104,0,0,0,0.942857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0.025714286,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-394,Foy-105,0,0,0,0.959752322,0,0,0,0,0,0,0,0,0,0,0.003095975,0,0.003095975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003095975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015479876,0,0,0,0,0,0,0.00619195,0,0,0.003095975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-400,Foy-106,0.011080332,0,0,0.87534626,0,0,0,0,0,0,0,0,0,0.005540166,0.005540166,0,0,0,0,0,0,0,0,0,0,0,0,0.005540166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002770083,0,0,0,0,0,0,0.002770083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041551247,0,0,0,0,0,0,0,0,0,0.022160665,0,0,0,0.002770083,0,0,0,0,0,0,0,0.002770083,0,0,0,0,0,0,0,0,0
